Building Id,Compliance Status,Property Name,Street,Zipcode,Year Built,Address Source,Address Type,Master Property Type,Primary Property Type Epa Calculated,Assessor Sector,Government Type,Master Sq Ft,Reporting Year,Energy Star Score,Site Energy Use (Kbtu),Site Eui (Kbtu/Sq Ft),Weather Normalized Site Energy Use,Weather Normalized Site Eui (Kbtu/Sq Ft),Electricity Use Grid Purchase And Onsite (Kwh),Electricity Use - Grid Purchase (Kwh),Electricity Use Onsite Renewable (Kwh),Green Power - Onsite And Offsite (Kwh),Natural Gas Use (Kbtu),District Steam Use (Kbtu),District Chilled Water Use (Kbtu),Total Ghg Emissions (Metric Tons Co2E),Energy Star Certification - Years Certified,Recent Energy Star Certification
3621,In Compliance,Praise Center Church,3105 W Florida Ave,80219,1978,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,32040,2022,25,1834632,57.3,1944891.3,60.7,95193.4,95193.4,0,#N/A,1509832.1,0,0,134.2,0,0
3627,In Compliance,Elm Creek,1640 S. Federal Blvd,80219,1961,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,34350,2022,89,1965524.1,57.2,2005173.8,58.4,182363.8,182363.7,0,#N/A,1343299,0,0,166.6,0,0
3628,In Compliance,Columbine Towers,1750 Federal Blvd,80219,1964,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,123354,2022,60,9557684.3,77.5,9926595,80.5,939239.3,939239.2,0,#N/A,6352999.9,0,0,870.2,0,0
3631,In Compliance,Jason Inca Llc,1140 South Jason St,80223-3113,1961,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,38450,2022,80,1294221.7,33.7,1371766.7,35.7,91002.8,91002.8,0,#N/A,983720.1,0,0,103.9,0,0
3632,Pending Revisions,1330 W Mississippi Avenue,1330 W. Mississippi Avenue,80223,1971,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,25592,2022,0,0,0,0,0,0,0,0,#N/A,0,0,0,0,0,0
3633,Exempt,Adams Mcclure,1245 S Inca Street,80223,1980,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,40000,,,,,,,,,,#N/A,,,,,,
3634,Exempt,Electro-Mechanical Properties,1100 W Louisiana Ave,80223,1995,Assessor Data,Building,Manufacturing/Industrial Plant,,Commercial,,28304,,,,,,,,,,#N/A,,,,,,
3635,In Compliance,"Mipco, Llc",1301 S. Jason Street,80223,1997,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,49886,2022,66,2075967.6,41.6,2195903.3,44,192924.2,192924.2,0,#N/A,1417710.1,0,0,184.7,0,0
3636,In Compliance,Publication Printers Corp.,1377 S. Jason St.,80223,1972,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,95063,2022,0,17713694.6,186.3,18293261.1,192.4,3737015,3737014.4,0,#N/A,4963000,0,0,2383.3,0,0
3637,In Compliance,Cfm Company,1440 S. Lipan Street,80223,1983,Portfolio Manager,Building,Office,Office,Commercial,,27690,2022,48,2168733.6,78.3,2248784.1,81.2,319617.7,319617.7,0,#N/A,1078198,0,0,238.6,0,0
3638,In Compliance,Denver Rubber Company,1455 S Platte River Dr,80223,1974,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial,,25000,2022,0,2124040.8,85,2252828.6,90.1,166047.9,166047.9,0,#N/A,1557485.3,0,0,176.9,0,0
3641,In Compliance,Walsh Manor,1790 W. Mosier Pl,80223,1966,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,67873,2022,64,4787298.9,70.5,4962965.2,73.1,521173.8,521173.7,0,#N/A,3009054.1,0,0,455.4,0,0
3645,In Compliance,Wash Park Station (Wh98),675 E. Louisiana,80210,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Commercial/Residential Mixed-Use,,28598,2022,97,958946.9,33.5,962491.1,33.7,159302.4,159302.4,0,#N/A,415407,0,0,112.4,0,0
3646,In Compliance,1221 S. Clarkson St,1221 S. Clarkson St,80210,1974,Portfolio Manager,Building,Office,Office,Commercial,,31333,2022,35,3426820.6,109.4,3643633.8,116.3,354975.9,354975.8,0,#N/A,2215643,0,0,319,0,0
3647,In Compliance,1313 S Clarkson St,1313 S Clarkson St,80210,2006,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,49329,2022,95,1769147.8,35.9,1806605,36.6,258597.8,258597.8,0,#N/A,886812,0,0,193.8,2021,2021
3648,In Compliance,Windsor At Broadway Station,1145 S. Broadway,80210,2010,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,364921,2022,91,18575422.9,50.9,18753135.7,51.4,2581894,2581894,0,#N/A,9765999.6,0,0,1983.2,0,0
3650,In Compliance,Broadway Junction,1165 S. Broadway,80210,2009,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Mixed-Use Condominium,,73444,2022,98,1835893.5,25,1782047.1,24.3,532778.2,532778.2,0,#N/A,18054.1,0,0,303.2,0,0
3651,In Compliance,"Innovage Denver, Bldg Id 3651",1265 South Broadway,80201,1975,Portfolio Manager,Building,Residential Care Facility,Senior Living Community,Commercial,,36561,2022,0,2061457.6,56.4,2079347.5,56.9,296899.9,296899.9,0,#N/A,1048435,0,0,224.1,0,0
3652,In Compliance,1475 S Acoma St,1475 S Acoma St,80223,2005,Portfolio Manager,Building,Self-Storage Facility,Mixed Use Property,Industrial,,52868,2022,0,3638536.1,68.8,3772863.5,71.4,622323.8,622323.8,0,#N/A,1515167.1,0,0,433.5,0,0
3653,Exempt,Abacus Properties,1474 S Acoma St,80223-3223,1929,Portfolio Manager,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Commercial/Residential Mixed-Use,,34573,,,,,,,,,,#N/A,,,,,,
3654,In Compliance,Cherokee,1325 S Cherokee Street,80223,1958,Portfolio Manager,Building,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Commercial,,26200,2022,46,1701235.9,64.9,1818944.3,69.4,73021.8,73021.8,0,#N/A,1452085.4,0,0,115.3,0,0
3655,In Compliance,Greenbox Iii,1385 Santa Fe Dr,80223,2014,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,52048,2022,0,6543818.6,49.9,6675257.8,50.9,1207120,1164107,0,43013,2425124.7,0,0,736.9,0,0
3656,Exempt,,1410 S Santa Fe Dr,80223-3218,1996,Assessor Data,Building,Other,,Commercial,,44239,,,,,,,,,,#N/A,,,,,,
3657,In Compliance,Cm Cherokee Properties,1360 S Cherokee St,80223,1970,Assessor Data,Building,Non-Refrigerated Warehouse,Manufacturing/Industrial Plant,Commercial,,25138,2022,0,1132991.9,45.1,1223825.1,48.7,75019.9,75019.9,0,#N/A,877024,0,0,85.8,0,0
3658,In Compliance,Italco Food Products,1340 S Cherokee St,80223,1970,Portfolio Manager,Building,Distribution Center,Non-Refrigerated Warehouse,Commercial,,34000,2022,28,3280757.2,102.9,3363369,105.5,572257.8,572257.7,0,#N/A,1328213.6,0,0,369.5,0,0
3659,In Compliance,Carpet Exchange,1133 South Platte River Drive,80223,1950,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,65021,2022,92,2985202.5,45.9,3104928.6,47.8,413236.6,413236.5,0,#N/A,1575239.2,0,0,318.1,0,0
3660,In Compliance,C. M. Clark - 1207,1207 S Platte River Drive,80223,1958,Portfolio Manager,Building,Automobile Dealership,Automobile Dealership,Commercial,,42500,2022,0,3817769.4,89.8,4079976.5,96,239059.9,239059.9,0,#N/A,3002097,0,0,295.1,0,0
3661,In Compliance,C. M. Clark-1205,1205 S Platte River Dr. Unit 100,80223,1958,Portfolio Manager,Building,Office,Office,Commercial,,47554,2022,78,2565343.2,53.9,2677476.4,56.3,283861.1,283861.1,0,#N/A,1596809,0,0,245.8,0,0
3665,In Compliance,Valley Business Center,700 W. Mississippi Avenue,80223,1983,Portfolio Manager,Building,Distribution Center,Distribution Center,Commercial,,203231,2022,51,10730852.9,52.8,11276164.3,55.5,1068968,1068967.5,0,#N/A,7083535.2,0,0,934.6,0,0
3670,In Compliance,303 Self Storage - Broadway,1699 South Broadway,80210,1999,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,85664,2022,0,851104.8,9.9,896234.6,10.5,133699.8,133699.8,0,#N/A,394921,0,0,96.8,0,0
3672,In Compliance,1705 S Acoma St,1705 S Acoma St,80223,1950,Assessor Data,Building,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Industrial,,55778,2022,0,3127633.6,56.1,3271143.2,58.6,440982.9,440982.8,0,#N/A,1623000,0,0,336.3,0,0
3674,In Compliance,Highlands Church,1700 S. Grant St.,80210,1954,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,25740,2022,39,1406678.9,54.6,1513377.5,58.8,35868.2,35868.2,0,#N/A,1284296.5,0,0,88.6,0,0
3675,In Compliance,Hope Community Church,1801 S Logan St,80210,1954,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,31000,2022,80,1212439.4,39.1,1293069.7,41.7,26119.4,26119.4,0,#N/A,1123320,0,0,74.5,0,0
3678,In Compliance,Washington Park United Methodist Church,1955 E. Arizona Ave,80210,1918,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,45237,2022,52,2096399.8,46.3,2263949.8,50,79142.4,79142.4,0,#N/A,1826366,0,0,141.9,0,0
3681,In Compliance,Trivium Apartments,2125 Buchtel Blvd,80210,1961,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,67800,2022,68,4716308.1,69.6,4869499.4,71.8,490418.6,490418.5,0,#N/A,3042999.9,0,0,439.8,0,0
3683,In Compliance,Centennial Halls,1870 S High,80210,1961,Portfolio Manager,Building,College/University,College/University,Institutional,,173080,2022,0,9311275.4,53.8,9747197,56.3,1300856,1300855.9,0,#N/A,4872754.7,0,0,996.7,0,0
3684,In Compliance,Centennial Towers,1770 S Williams,80210,1963,Portfolio Manager,Building,College/University,Residence Hall/Dormitory,Institutional,,170382,2022,55,14154731.8,83.1,14796133,86.8,1638220,1638219.6,0,#N/A,8565125.9,0,0,1384.2,0,0
3686,In Compliance,University Station (Nv123),1881 Buchtel Blvd.,80210,2014,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,61500,2022,85,2551921.4,41.5,2600892.3,42.3,413195.6,413195.6,0,#N/A,1142098,0,0,295,0,0
3687,In Compliance,Police District #3,1625 S University Blvd,80210,1980,Portfolio Manager,Building,Police Station,Police Station,Municipal,City ? General Services,41765,2022,0,5593915.5,133.9,5690070.4,136.2,899532.7,899532.6,0,#N/A,2524709.9,0,0,644.3,0,0
3688,In Compliance,University Park Towers,2225 Buchtel Blvd,80210,1998,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,144082,2022,72,9851189,68.4,10136882.4,70.4,721626.4,721626.3,0,#N/A,7388999.9,0,0,801.8,0,0
3689,In Compliance,Empire Park Realty Investments Llc,1385 South Colorado Blvd.,80222,1974,Portfolio Manager,Building,Office,Office,Commercial,,135032,2022,61,10528599.9,78,10893936.4,80.7,1712609,1712609.2,0,#N/A,4685176.6,0,0,1220.3,0,0
3690,In Compliance,Empire Park Realty Investments Llc,1355 South Colorado Blvd.,80222,1979,Portfolio Manager,Building,Office,Office,Commercial,,151875,2022,64,9646437.6,63.5,9563663.3,63,2149768,2149768.1,0,#N/A,2311427.9,0,0,1342.2,0,0
3691,In Compliance,Empire Park Realty Investments Llc,1325 South Colorado Blvd.,80222,1976,Portfolio Manager,Building,Office,Office,Commercial,,135000,2022,50,11999960.5,88.9,12304233.5,91.1,2020092,2020091.6,0,#N/A,5107407.2,0,0,1417.1,0,0
3693,In Compliance,Belcaro Place,3801 E. Florida Ave.,80210,1980,Portfolio Manager,Building,Office,Office,Commercial,,154593,2022,62,12317580.4,79.7,12462105.5,80.6,2685106,2685105.3,0,#N/A,3156000,0,0,1690.7,0,0
3695,In Compliance,St. John Paul Ii Center For The New Evangelization,1300 South Steele Street,80210,1908,Portfolio Manager,Building,College/University,College/University,Institutional,,330522,2022,0,20903291.4,63.2,20903291.4,63.2,1703898,1703897.6,0,#N/A,15089591.9,0,0,1768,0,0
3697,In Compliance,Colorado 1485 Llc,1485 S. Colorado Blvd.,80222,1981,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,74053,2022,0,2941840.6,66.8,3040942,69,459348.3,459348.3,0,#N/A,1374544.1,0,0,333.6,0,0
3698,In Compliance,Denver Co Cy,1475 S. Colorado Blvd,80222,2000,Portfolio Manager,Building,Hotel,Hotel,Commercial,,101930,2022,15,9628468.7,94.5,9871347,96.8,1628379,1628378.6,0,#N/A,4072440.1,0,0,1140,0,0
3699,In Compliance,St. Vincent De Paul School,1164 S. Josephine St.,80210,1928,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,40892,2022,50,2896639.9,70.8,3120851.2,76.3,144677.5,144677.5,0,#N/A,2403000.2,0,0,209.7,0,0
3700,In Compliance,Saint Vincent De Paul Church,2375 E. Arizona Ave,80210,1952,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,37491,2022,0,2519322.7,67.2,2664958.2,71.1,172541,172540.9,0,#N/A,1930612.9,0,0,200.4,0,0
3701,In Compliance,Nordstrom #136 Cherry Creek Rack,1505 S Colorado Blvd,80222,2010,Portfolio Manager,Building,Retail Store,Retail Store,Commercial,,39531,2022,73,1855626.2,47,1901968.9,48.1,459985.5,459985.4,0,#N/A,286155.8,0,0,276.1,0,0
3704,In Compliance,1547 South Colorado Blvd,1547 S Colorado Blvd,80222,1990,Assessor Data,Building,Retail Store,Retail Store,Commercial,,31190,2022,0,1188428.4,38.1,1198791.5,38.4,190877,190877,0,#N/A,537156,0,0,136.8,0,0
3706,In Compliance,Boulevard Center/619,1685 South Colorado Blvd.,80222,1985,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,50749,2022,0,4232541.2,83.4,4341653.5,85.6,628548.7,628548.6,0,#N/A,2087933.1,0,0,467.4,0,0
3708,In Compliance,Centerpoint I,3900 E. Mexico Avenue,80210,1982,Portfolio Manager,Building,Office,Office,Commercial,,169056,2022,87,11256380.5,66.6,11690267.9,69.2,1572107,1572106.9,0,#N/A,5892351.2,0,0,1204.7,"2017, 2015, 2014",2017
3709,In Compliance,"Colorado Executive Club Building, Llc",1776 S. Jackson Street,80210,1971,Portfolio Manager,Building,Office,Office,Commercial,,121992,2022,99,3036733.6,24.9,2967369.4,24.3,747138.6,747138.5,0,#N/A,487496.8,0,0,449.7,0,0
3711,In Compliance,1628-Denver - Mexico Av,3888 E Mexico Av,80210,2018,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,88333,2022,0,1092978.6,12.4,1152227.1,13,231676,231676,0,#N/A,302500,0,0,147.5,0,0
3712,In Compliance,Centerpoint Ii,1777 S. Harrison St.,80210,1980,Portfolio Manager,Building,Office,Office,Commercial,,228142,2022,96,11232363.7,49.2,11819440.2,51.8,1316490,1316489.3,0,#N/A,6740501.5,0,0,1104.8,"2017, 2015, 2014, 2013, 2012, 2010, 2009, 2008",2017
3713,In Compliance,Wellington Square Association,1888 South Jackson St,80210,1968,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,97022,2022,92,7156602.8,73.8,7576698.6,78.1,356565.8,356565.8,0,#N/A,5940000.2,0,0,517.8,0,0
3714,In Compliance,0518-Denver (Cherry Creek),1975 S Colorado Boulevard,80222,1974,Portfolio Manager,Building,Hotel,Hotel,Commercial,,58180,2022,69,3350365.9,57.6,3406873.8,58.6,537915,537914.9,0,#N/A,1515000,0,0,385.6,0,0
3715,In Compliance,Redpeak Colorado Station,3700 East Jewell Avenue,80210,1971,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,206006,2022,100,5237515.2,25.4,5195446.8,25.2,499547.8,499547.8,0,#N/A,3533058,0,0,471,0,0
3717,In Compliance,50620-Brookdale University Park Il/Al (Co),2020 South Monroe Street,80210,2000,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,253174,2022,67,16217309,64.1,16595060.7,65.5,2106773,2106772.6,0,#N/A,9029000,0,0,1674.6,0,0
3719,In Compliance,University,2033 S Colorado Blvd,80222,2007,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,52448,2022,100,2816058,53.7,2863315.9,54.6,556711,556711,0,#N/A,916560,0,0,364.5,0,0
3723,In Compliance,Most Precious Blood School,3959 East Iliff Avenue,80210,1960,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,44749,2022,33,3788807.1,84.7,4051559.4,90.5,291913.8,291913.8,0,#N/A,2792797.1,0,0,313.9,0,0
3726,In Compliance,Vista,1920 S University Blvd,80210,2008,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,118935,2022,72,8090647.3,68,8359761.5,70.3,1242570,1242569.5,0,#N/A,3850999.7,0,0,909.4,0,0
3727,In Compliance,Arlington Apartments,2390 E Asbury St,80210,1964,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,49310,2022,94,3007526.8,61,3089197.2,62.6,183038.3,183038.3,0,#N/A,2382999.9,0,0,230.4,0,0
3728,In Compliance,University House Denver,2400 E Asbury Ave.,80210,2008,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,177069,2022,96,10328671.5,58.3,10437709.8,58.9,1400512,1400512,0,#N/A,5550124.1,0,0,1089.2,0,0
3729,In Compliance,University Park United Methodist Church,2180 S. University Blvd,80224,1924,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,42971,2022,45,2674552.7,62.2,2881647.5,67.1,70501.9,70501.9,0,#N/A,2434000.1,0,0,166.1,0,0
3730,In Compliance,One Observatory Park (Nb10),2360 East Evans Avenue,80210,2013,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Commercial/Residential Mixed-Use,,213267,2022,37,13559769.7,63.6,13821176,64.8,2656786,2656785.3,0,#N/A,4494817.1,0,0,1745.7,0,0
3731,In Compliance,Observatory Place,2200 S University,80210,2006,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family Condominium,,129709,2022,100,4479101.2,34.5,4629198.2,35.7,423535,423534.9,0,#N/A,3033999.9,0,0,401.4,"2021, 2020, 2019, 2018, 2017",2021
3732,In Compliance,Tabor House Apartments,2512 S University Blvd.,80210,1967,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,94134,2022,93,6560560.4,69.7,6957009,73.9,362457.9,362457.9,0,#N/A,5323853.9,0,0,488.4,0,0
3733,In Compliance,Heritage House Apartments,2580 South University Blvd,80210,1968,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,100500,2022,94,7021542.2,69.9,7493429.4,74.6,431088,431087.9,0,#N/A,5550670,0,0,539.3,0,0
3734,In Compliance,2550 South University Company,2550 S University Blvd.,80210,1974,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,84437,2022,83,6460310,76.5,6846424,81.1,391148,391147.9,0,#N/A,5125713.2,0,0,494.1,0,0
3736,In Compliance,2425 S. Colorado Blvd.,2425 S. Colorado Blvd.,80222,1978,Portfolio Manager,Building,Office,Office,Commercial,,29775,2022,44,3572888.4,120,3779268.5,126.9,284322.6,284322.6,0,#N/A,2602779.8,0,0,299.5,0,0
3737,In Compliance,Boulevard Park Llc,2449 S. Colorado Blvd,80222,1960,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,113416,2022,85,7077816.5,62.4,7340383.5,64.7,596663.6,596663.5,0,#N/A,5042000.3,0,0,606.2,0,0
3740,In Compliance,Wellshire,2499 S Colorado Blvd,80222,1962,Portfolio Manager,Building,Multifamily Housing,Multifamily Housing,Multi-Family,,109122,2022,25,10476118.7,96,10766464.7,98.7,886611.6,886611.5,0,#N/A,7450999.8,0,0,898.7,0,0
3741,In Compliance,University Hills West,2553 S. Colorado Blvd,80222,1996,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,67920,2022,0,2821146.4,41.5,2837371.4,41.8,471712.3,471712.2,0,#N/A,1211664.1,0,0,331.9,0,0
3742,Not Submitted,Ymca Of Metropolitan Denver Aso,2621 S Colorado Blvd,80222,1966,Corrected Building Address,Building,Fitness Center/Health Club/Gym,Other,Commercial,,36000,,,,,,,,,,#N/A,,,,,,
3743,Not Submitted,Ymca Of Metropolitan Denver-Schlessman,3901 E Yale Ave,80210,1981,Portfolio Manager,Building,Fitness Center/Health Club/Gym,Other,Commercial,,54000,,,,,,,,,,#N/A,,,,,,
3745,In Compliance,Mary Reed Building,2199 S University Blvd,80210,1931,Portfolio Manager,Building,College/University,College/University,Institutional,,77293,2022,0,5009832.8,64.8,5422844.4,70.2,281813.1,281813.1,0,#N/A,4048286.4,0,0,374.9,0,0
3746,In Compliance,Sie Complex,2201 S Gaylord,80210,1965,Portfolio Manager,Building,College/University,College/University,Institutional,,79543,2022,0,4936192.1,62.1,5233558.9,65.8,476950,476949.9,0,#N/A,3308838.7,0,0,446.3,0,0
3747,In Compliance,Johnson-Mcfarlane Hall,1901 E. Iliff Ave,80210,1957,Portfolio Manager,Building,College/University,College/University,Institutional,,100071,2022,0,7824700.5,78.2,8359965.2,83.5,626382.4,626382.3,0,#N/A,5687483.9,0,0,657.4,0,0
3748,In Compliance,Daniels School Of Business,2101 S. University,80210,1999,Portfolio Manager,Building,College/University,College/University,Institutional,,110536,2022,0,10153600.3,91.9,10733762.4,97.1,1412961,1412960.9,0,#N/A,5332577,0,0,1084.7,0,0
3749,In Compliance,Nagel Hall,2194 S High St,80210,2008,Portfolio Manager,Building,College/University,College/University,Institutional,,149729,2022,0,10757923.4,71.8,11175371.9,74.6,1644231,1644230.9,0,#N/A,5147806.7,0,0,1206.1,0,0
3750,In Compliance,Anderson Academic Commons,2150 E. Evans,80210,1972,Portfolio Manager,Building,College/University,College/University,Institutional,,162780,2022,0,5232210.3,32.1,5469156.2,33.6,781440.4,781440.3,0,#N/A,2565935.6,0,0,579.5,0,0
3751,In Compliance,Nelson Hall,2222 South High St.,80210,2002,Portfolio Manager,Building,College/University,College/University,Institutional,,154595,2022,0,16019736.9,103.6,16578268.5,107.2,1724188,1724188,0,#N/A,10136806.6,0,0,1516.4,0,0
3752,In Compliance,Craig Hall,2142 S High,80210,1949,Portfolio Manager,Building,College/University,College/University,Institutional,,54288,2022,0,4581432.8,84.4,4819491,88.8,545214.4,545214.4,0,#N/A,2721161.2,0,0,453.8,0,0
3754,In Compliance,Frontier Hall,2155 S. Race St.,80208,1949,Portfolio Manager,Building,College/University,College/University,Institutional,,43920,2022,0,2347475.8,53.4,2467520.3,56.2,308491.6,308491.6,0,#N/A,1294902.4,0,0,243.8,0,0
3755,In Compliance,Margery Reed,2306 E. Evans Ave.,80208,1928,Portfolio Manager,Building,College/University,College/University,Institutional,,33547,2022,0,1825414.6,54.4,1877672.5,56,338462,338461.9,0,#N/A,670582.3,0,0,227.6,0,0
3756,In Compliance,University Hall,2197 S. University Blvd.,80208,1892,Portfolio Manager,Building,College/University,College/University,Institutional,,42371,2022,0,3361598.9,79.3,3583871.9,84.6,386450.8,386450.7,0,#N/A,2043028.9,0,0,327.7,0,0
3757,In Compliance,Uts,2100 S. High St.,80208,2004,Portfolio Manager,Building,College/University,College/University,Institutional,,27578,2022,0,5582276.1,202.4,5706919.8,206.9,1258969,1258968.5,0,#N/A,1286675,0,0,782.5,0,0
3758,In Compliance,Hilltop Hall,2280 S. Race St.,80208,1949,Portfolio Manager,Building,College/University,College/University,Institutional,,35026,2022,0,2396582.9,68.4,2637529.1,75.3,27456,27456,0,#N/A,2302903.1,0,0,137.9,0,0
3759,In Compliance,Hrtm - Joy Burns Center,2044 E. Evans Ave.,80208,2005,Portfolio Manager,Building,College/University,College/University,Institutional,,46695,2022,0,5678600,121.6,5941856.6,127.2,700889.2,700889.1,0,#N/A,3287166,0,0,572.2,0,0
3760,In Compliance,Driscoll Center South,2050 E Evans,80210,1984,Portfolio Manager,Building,College/University,College/University,Institutional,,46972,2022,0,3382818.5,72,3629081.2,77.3,328044.2,328044.1,0,#N/A,2263531.7,0,0,306.3,0,0
3763,In Compliance,Summit Apartments,1904 S. York,80210,1968,Portfolio Manager,Building,College/University,Multifamily Housing,Multi-Family,,25681,2022,91,1379638.3,53.7,1457253.1,56.7,116058.1,116058.1,0,#N/A,983648.2,0,0,118.1,0,0
3764,In Compliance,University Place Apts,1950 S. York St.,80208,1963,Portfolio Manager,Building,College/University,Multifamily Housing,Multi-Family,,39670,2022,97,1676825.2,42.3,1777941.4,44.8,138384.6,138384.6,0,#N/A,1204656.9,0,0,142.5,0,0
3765,In Compliance,Ritchie Center,2240 E Buchtel,80210,2000,Portfolio Manager,Building,College/University,College/University,Commercial,,440000,2022,0,46270912,105.2,47465444.9,107.9,6113567,6113566.5,0,#N/A,25411420.6,0,0,4817.4,0,0
3766,In Compliance,Schwayder Art Center,2121 E. Asbury St.,80208,1978,Portfolio Manager,Building,College/University,College/University,Commercial,,46456,2022,0,3804526.9,81.9,4052795.3,87.2,442344.9,442344.8,0,#N/A,2295246.2,0,0,372.8,0,0
3767,In Compliance,Chambers Center,1901 E. Asbury Ave.,80208,2004,Portfolio Manager,Building,College/University,College/University,Commercial,,32161,2022,0,2272814.4,70.7,2442616.9,75.9,206006.9,206006.8,0,#N/A,1569919,0,0,200.2,0,0
3768,In Compliance,Sturm Hall,2000 E. Asbury Ave.,80210,1966,Portfolio Manager,Building,College/University,College/University,Institutional,,174569,2022,0,11647817.2,66.7,12530775.7,71.8,946132,946131.9,0,#N/A,8419614.6,0,0,983.9,0,0
3769,In Compliance,Ricketson Law Building,2255 Evans,80210,2003,Portfolio Manager,Building,College/University,College/University,Institutional,,193370,2022,0,17083443.6,88.3,18098359.7,93.6,2272807,2272806.3,0,#N/A,9328627.7,0,0,1784.7,0,0
3770,In Compliance,Community Commons,,,2020,Assessor Data,Building,College/University,College/University,Institutional,,64671,2022,0,8116972.9,58.6,8116972.9,58.6,1696308,1696307.5,0,#N/A,2329171.1,0,0,1085.9,0,0
3771,In Compliance,Ricks Center,2040 S. York St.,80208,1991,Portfolio Manager,Building,College/University,College/University,Institutional,,30225,2022,0,2595393.8,85.9,2719314.4,90,287752.9,287752.9,0,#N/A,1613580.7,0,0,248.9,0,0
3775,In Compliance,Ruffatto Hall/Morgridge College Of Education,1999 E. Evans,80210,2010,Portfolio Manager,Building,College/University,College/University,Institutional,,71304,2022,0,5842915.6,81.9,6187077.3,86.8,683171.1,683171,0,#N/A,3511935.7,0,0,574,0,0
3776,In Compliance,"01463- Denver, Co",2150 S. Downing St,80210,1994,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,55265,2022,71,11661198.4,211,12058527.9,218.2,1989214,1989213.8,0,#N/A,4874000.1,0,0,1387.2,0,0
3777,In Compliance,Centura Training Center,711 E. Yale Ave.,80210,1949,Portfolio Manager,Building,Adult Education,Adult Education,Institutional,,57053,2022,0,3193701.9,56,3431980.6,60.2,145861.6,145861.6,0,#N/A,2696022.2,0,0,225.9,0,0
3779,In Compliance,Denver South Sda Church,2675 S Downing St,80210,1960,Portfolio Manager,Building,Worship Facility,Worship Facility,Institutional,,30966,2022,47,1454054.9,47,1584015.9,51.2,33398,33398,0,#N/A,1340101,0,0,90.1,0,0
