Name,Latitude,Longitude,Type,M,S,E,T,Building ID
1155 W 5Th Llc,,,Energy Consumer,-1.4790786474398399,1e-08,1158696000000.0,1e-08,5148.0
1074-Denver - E 40Th Ave,,,Energy Consumer,-0.22332119222412003,1e-08,232056000000.0,1e-08,5152.0
Howard Lorton Galleries,,,Energy Consumer,-2.79283261449312,1e-08,1847736000000.0,1e-08,5153.0
Museum Residences,,,Energy Consumer,-7.87534794716184,1e-08,4877136000000.0,1e-08,5154.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5155.0
South Hall Apartments,,,Energy Consumer,-1.95033758914728,1e-08,1096920000000.0,1e-08,5164.0
Jack Kerouac,,,Energy Consumer,-3.7575738725497203,1e-08,2068704000000.0,1e-08,5165.0
Kasel Industries,,,Energy Consumer,-8.713362256880039,1e-08,6830208000000.0,1e-08,5168.0
Denver Tower,,,Energy Consumer,-4.4270546557795205,1e-08,3702600000000.0,1e-08,5173.0
Left Bank Lofts,,,Energy Consumer,-1.7945129458998001,1e-08,1629936000000.0,1e-08,5174.0
Denver Family,,,Energy Consumer,-14.115576211732801,1e-08,6059592000000.0,1e-08,5179.0
Scottish Rite Masonic Center,,,Energy Consumer,-3.05062753743612,1e-08,1732104000000.0,1e-08,5182.0
Adar Sheni,,,Energy Consumer,-3.99696767627868,1e-08,3431736000000.0,1e-08,5183.0
1430 Wynkoop,,,Energy Consumer,-2.5594858619355603,1e-08,2620728000000.0,1e-08,5186.0
Daniels & Fisher Warehouse,,,Energy Consumer,-1.0643237359182,1e-08,944856000000.0,1e-08,5187.0
Briarwood Health Care,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5189.0
Briarwood Health Care,,,Energy Consumer,-2.6203805060007603,1e-08,2917728000000.0,1e-08,5191.0
Wazee Wire Works,,,Energy Consumer,-2.80704199780836,1e-08,2098008000000.0,1e-08,5192.0
Denver Metro Chamber Of Commerce,,,Energy Consumer,-4.71472938634788,1e-08,4156416000000.0,1e-08,5194.0
1476 Pennsylvania St.,,,Energy Consumer,-3.71572941790368,1e-08,1943568000000.0,1e-08,5197.0
"Rodolfo ""Corky"" Gonzales Library",,,Energy Consumer,-2.7076466868102003,1e-08,2077416000000.0,1e-08,5199.0
11Th And Broadway,,,Energy Consumer,-3.34395008613684,1e-08,2246112000000.0,1e-08,5200.0
Studebaker,,,Energy Consumer,-2.61160297093656,1e-08,1907928000000.0,1e-08,5202.0
Hardware Block,,,Energy Consumer,-4.8945305901276,1e-08,4550040000000.0,1e-08,5204.0
The Clermont,,,Energy Consumer,-0.0,1e-08,0.0,1e-08,5205.0
"5206 - Equestrian Center (Arena, Barn, Paddock)",,,Energy Consumer,-18.85378691551428,1e-08,11804760000000.0,1e-08,5206.0
Alliance Center Operations,,,Energy Consumer,-1.41573511382148,1e-08,1766952000000.0,1e-08,5208.0
8432- Denver - E 53Rd Ave Oc,,,Energy Consumer,-0.21450662470836,1e-08,194040000000.0,1e-08,5209.0
John Deere Loft,,,Energy Consumer,-2.0407745285514003,1e-08,1445400000000.0,1e-08,5210.0
Detroit Terraces,,,Energy Consumer,-2.01770447179068,1e-08,1900800000000.0,1e-08,5211.0
Zang Building,,,Energy Consumer,-4.914765395974441,1e-08,4039992000000.0,1e-08,5216.0
158 Fillmore St,,,Energy Consumer,-2.97880631555508,1e-08,2843280000000.0,1e-08,5218.0
1600 Wynkoop Condominium,,,Energy Consumer,-2.3404727782429204,1e-08,1470744000000.0,1e-08,5221.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5222.0
The Colorado Building,,,Energy Consumer,-5.35281741222192,1e-08,3801600000000.0,1e-08,5223.0
Union Square,,,Energy Consumer,-1.53544214421972,1e-08,1594296000000.0,1e-08,5224.0
Masonic Building,,,Energy Consumer,-6.72796179396684,1e-08,8338968000000.0,1e-08,5226.0
Baldwin Building Condominium Owners Assocation,,,Energy Consumer,-2.11835730355848,1e-08,1648944000000.0,1e-08,5228.0
Paper Building - 5229,,,Energy Consumer,-1.82878030774332,1e-08,1066824000000.0,1e-08,5229.0
Rockmount,,,Energy Consumer,-0.9276775768508401,1e-08,471240000000.0,1e-08,5230.0
1644 Platte,,,Energy Consumer,-4.1385915876668395,1e-08,4931784000000.0,1e-08,5233.0
Struby Estabrook Building,,,Energy Consumer,-1.56651922893996,1e-08,1586376000000.0,1e-08,5236.0
17Th And Larimer,,,Energy Consumer,-7.212621840894359,1e-08,9001080000000.0,1e-08,5237.0
"01038- Denver, Co",,,Energy Consumer,-8.56233009819,1e-08,8237592000000.0,1e-08,5238.0
1700 Broadway,,,Energy Consumer,-35.294242711249794,1e-08,27151344000000.0,1e-08,5239.0
Presbyterian St. Luke'S Mc,,,Energy Consumer,-255.46729894837057,1e-08,190836360000000.0,1e-08,5241.0
1730-1732 Blake Street,,,Energy Consumer,-3.1281399402346795,1e-08,2565288000000.0,1e-08,5243.0
Buerger Brother Lofts,,,Energy Consumer,-7.913340077295599,1e-08,4664880000000.0,1e-08,5244.0
1743 Building Llc,,,Energy Consumer,-2.17774775485476,1e-08,1625184000000.0,1e-08,5245.0
7|S Denver Haus,,,Energy Consumer,-4.87654326371988,1e-08,4016232000000.0,1e-08,5247.0
Deerfield At Indian Creek,,,Energy Consumer,-11.449789594391518,1e-08,7314120000000.0,1e-08,5248.0
Walsh Annex,,,Energy Consumer,-4.441889687065559,1e-08,3430944000000.0,1e-08,5249.0
Lofts At Denver Rock Drill Works Association,,,Energy Consumer,-1.30187942178084,1e-08,945648000000.0,1e-08,5251.0
1792 Wynkoop Lofts Condominium Association,,,Energy Consumer,-2.74287741992208,1e-08,3249576000000.0,1e-08,5252.0
Employers Council,,,Energy Consumer,-8.61231093061212,1e-08,6225120000000.0,1e-08,5253.0
Fhb - 1801 Blake,,,Energy Consumer,-1.39781140726644,1e-08,1234728000000.0,1e-08,5254.0
B25 - 1777 & 1805,,,Energy Consumer,-5.84010982287144,1e-08,4314816000000.0,1e-08,5255.0
1825 Lawrence,,,Energy Consumer,-1.77268342351356,1e-08,1130976000000.0,1e-08,5258.0
Fhb - 1855 Blake,,,Energy Consumer,-2.90415279691584,1e-08,2762496000000.0,1e-08,5260.0
University Apartments North,,,Energy Consumer,-0.8679789438138,1e-08,449064000000.0,1e-08,5261.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5264.0
Wellington Apartments,,,Energy Consumer,-2.40348228125832,1e-08,1322640000000.0,1e-08,5265.0
191 Clayton Lane,,,Energy Consumer,-2.8076659576902,1e-08,1522224000000.0,1e-08,5266.0
Modera Observatory Park (Mb80),,,Energy Consumer,-11.00175042183444,1e-08,7555680000000.0,1e-08,5267.0
Ridgeline,,,Energy Consumer,-1.4673068645828398,1e-08,936144000000.0,1e-08,5269.0
Shoshone Senior Residences,,,Energy Consumer,-1.13383406951856,1e-08,1142856000000.0,1e-08,5270.0
Tools For Bending,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5272.0
Solera,,,Energy Consumer,-7.5523685240840415,1e-08,5893272000000.0,1e-08,5273.0
Colorado Center - Annex,,,Energy Consumer,-4.0580951711147994,1e-08,5064048000000.0,1e-08,5277.0
6 Broadway,,,Energy Consumer,-2.7700886754183602,1e-08,1407384000000.0,1e-08,5278.0
Arapahoe Street Lofts,,,Energy Consumer,-3.11613404054004,1e-08,3722400000000.0,1e-08,5281.0
Step Denver,,,Energy Consumer,-1.01826676077804,1e-08,726264000000.0,1e-08,5283.0
Monaco Parkway Apartments,,,Energy Consumer,-4.45882396247892,1e-08,2542320000000.0,1e-08,5285.0
University Lofts Apartments,,,Energy Consumer,-2.28877579238184,1e-08,1673496000000.0,1e-08,5288.0
,,,Energy Consumer,-3.8804461752535198,1e-08,3281256000000.0,1e-08,5289.0
21510-Denver/Blake & Coorsfield,,,Energy Consumer,-0.6081279285175201,1e-08,524304000000.0,1e-08,5290.0
Twin Fountains,,,Energy Consumer,-4.3313245024302,1e-08,2520936000000.0,1e-08,5294.0
Newport Place Condominium Association,,,Energy Consumer,-2.4835457029921204,1e-08,1600632000000.0,1e-08,5296.0
Holly Manor Homes,,,Energy Consumer,-2.49476157705348,1e-08,1486584000000.0,1e-08,5297.0
"Diamond Lofts Condominium Association, Inc.",,,Energy Consumer,-2.6461427481360005,1e-08,2261952000000.0,1e-08,5299.0
2245 Blake St Condominiums,,,Energy Consumer,-2.6044716391250398,1e-08,1727352000000.0,1e-08,5301.0
"Asbury Place Owners Association, Inc.",,,Energy Consumer,-1.62788738195844,1e-08,885456000000.0,1e-08,5302.0
2300 Welton Llc,,,Energy Consumer,-8.8418929282722,1e-08,8720712000000.0,1e-08,5303.0
The Lab,,,Energy Consumer,-4.83722914891932,1e-08,5571720000000.0,1e-08,5309.0
Wheatley,,,Energy Consumer,-4.214703615167521,1e-08,3841992000000.0,1e-08,5310.0
Eastern Star Masonic Retirement Campus,,,Energy Consumer,-8.48637706756824,1e-08,6127704000000.0,1e-08,5311.0
201 Columbine Street (2Nd & Josephine),,,Energy Consumer,-4.34572928204256,1e-08,3365208000000.0,1e-08,5312.0
Hertz Rental Car,,,Energy Consumer,-18.293445514782,1e-08,13356288000000.0,1e-08,5314.0
2500 N Broadway,,,Energy Consumer,-3.0313944013759198,1e-08,2335608000000.0,1e-08,5316.0
2500 Walnut Lofts,,,Energy Consumer,-3.1031105397192,1e-08,2093256000000.0,1e-08,5317.0
Porter Medical Plaza,,,Energy Consumer,-9.90226569197952,1e-08,8456976000000.0,1e-08,5319.0
Studio Lohi-Simpson,,,Energy Consumer,-2.9483386309494,1e-08,2431440000000.0,1e-08,5320.0
Southwest Provisioning,,,Energy Consumer,-3.71389130003736,1e-08,2899512000000.0,1e-08,5327.0
Ual Chelsea/Ges/Cargo,,,Energy Consumer,-27.774999662333396,1e-08,27552096000000.0,1e-08,5333.0
Fairfield Inn & Suites,,,Energy Consumer,-4.6446358180118406,1e-08,3553704000000.0,1e-08,5334.0
Aria Apartments,,,Energy Consumer,-4.0322125471356,1e-08,2881296000000.0,1e-08,5337.0
Creekside At Amherst Apartments,,,Energy Consumer,-13.550980299293519,1e-08,8067312000000.0,1e-08,5339.0
Nordstrom #37 Cherry Creek,,,Energy Consumer,-9.27094785238512,1e-08,9767736000000.0,1e-08,5340.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5342.0
Plaza De Monaco Towers,,,Energy Consumer,-12.06168755308452,1e-08,7192152000000.0,1e-08,5343.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5349.0
Everleigh Central Park,,,Energy Consumer,-7.116020950158359,1e-08,5902776000000.0,1e-08,5350.0
3003 E 3Rd Ave - One Building,,,Energy Consumer,-1.29971518622856,1e-08,1260864000000.0,1e-08,5354.0
3025 Blake Street,,,Energy Consumer,-0.00855829451052,1e-08,10296000000.0,1e-08,5355.0
1027 Denver,,,Energy Consumer,-5.463216320094721,1e-08,6278184000000.0,1e-08,5356.0
Federal Terrace,,,Energy Consumer,-3.73109271552864,1e-08,2002176000000.0,1e-08,5357.0
Terraza Del Sol,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5362.0
Factory Flats-Sv,,,Energy Consumer,-2.10458049303924,1e-08,1835064000000.0,1e-08,5366.0
Lumina,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5373.0
303 Self Storage - Rino,,,Energy Consumer,-1.28506964292828,1e-08,1251360000000.0,1e-08,5376.0
3300 High St Condos,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5378.0
Hirschfeld Towers,,,Energy Consumer,-8.65312512346476,1e-08,7413120000000.0,1e-08,5379.0
Highland Place,,,Energy Consumer,-4.33327065798996,1e-08,3509352000000.0,1e-08,5381.0
"Q34, Llc",,,Energy Consumer,-13.4570827775214,1e-08,11919600000000.0,1e-08,5383.0
Link 35 - 3462 Larimer St.,,,Energy Consumer,-2.2527382582526396,1e-08,2121768000000.0,1e-08,5388.0
Freight Residence,,,Energy Consumer,-2.6226860134978796,1e-08,2163744000000.0,1e-08,5391.0
Mulroy,,,Energy Consumer,-5.0291852262444,1e-08,3137112000000.0,1e-08,5394.0
Hampden Village Apartments,,,Energy Consumer,-6.545282398510321,1e-08,3963960000000.0,1e-08,5395.0
Chestnut Ridge (Ch04),,,Energy Consumer,-11.13868967534748,1e-08,7051176000000.0,1e-08,5397.0
Hallmark Nursing Center,,,Energy Consumer,-8.997938183645639,1e-08,6511032000000.0,1e-08,5398.0
York Street Yards - South Buildings,,,Energy Consumer,-11.08173925113732,1e-08,6791400000000.0,1e-08,5403.0
303 Self Storage - Monaco,,,Energy Consumer,-1.14826997327112,1e-08,1161072000000.0,1e-08,5410.0
Mini U Storage - I-70,,,Energy Consumer,-0.21727118689704,1e-08,186912000000.0,1e-08,5411.0
Furniture Row 3990,,,Energy Consumer,-3.17818819070964,1e-08,1782000000000.0,1e-08,5412.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5414.0
211,,,Energy Consumer,-2.96621686460808,1e-08,3046824000000.0,1e-08,5415.0
Green Valley Ranch,,,Energy Consumer,-0.45156126466656,1e-08,377784000000.0,1e-08,5416.0
Park Hill Station,,,Energy Consumer,-10.667814773878439,1e-08,7901784000000.0,1e-08,5417.0
Cleo Apartments - Lion Real Estate,,,Energy Consumer,-10.082753209427041,1e-08,4550832000000.0,1e-08,5420.0
Syracuse,,,Energy Consumer,-7.92129656809188,1e-08,5643792000000.0,1e-08,5425.0
Westgold,,,Energy Consumer,-9.04047053454288,1e-08,9196704000000.0,1e-08,5427.0
Tennyson 44,,,Energy Consumer,-1.9049090051224802,1e-08,1690920000000.0,1e-08,5429.0
Kavod South,,,Energy Consumer,-3.9500489317244396,1e-08,2452824000000.0,1e-08,5430.0
Peregrine Place Apartments,,,Energy Consumer,-2.81063847133764,1e-08,2147112000000.0,1e-08,5431.0
"Shaw Properties, Llc",,,Energy Consumer,-1.8885756893788799,1e-08,1581624000000.0,1e-08,5432.0
Berkley Row Condominium Association,,,Energy Consumer,-0.9202205493756,1e-08,409464000000.0,1e-08,5434.0
45-75 S Washington Llc,,,Energy Consumer,-2.6893747064016,1e-08,1614888000000.0,1e-08,5436.0
Pob Ii South,,,Energy Consumer,-10.160294837265718,1e-08,8882280000000.0,1e-08,5437.0
Frontier Airlines Hq,,,Energy Consumer,-12.03749586671544,1e-08,15021864000000.0,1e-08,5438.0
4545 Pob I,,,Energy Consumer,-2.7150410439828,1e-08,3120480000000.0,1e-08,5439.0
Metropoint Ii,,,Energy Consumer,-8.16914790852156,1e-08,9134928000000.0,1e-08,5441.0
Odyssey,,,Energy Consumer,-1.6700576377737602,1e-08,1391544000000.0,1e-08,5443.0
South Lowell,,,Energy Consumer,-5.3260330322214005,1e-08,4062960000000.0,1e-08,5446.0
Mile Hi Foods,,,Energy Consumer,-21.86609209041384,1e-08,22053240000000.0,1e-08,5447.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5448.0
4810 N Chambers (Davita),,,Energy Consumer,-0.0,1e-08,0.0,1e-08,5449.0
Villarosso Residences At Dtc West,,,Energy Consumer,-5.76727680267,1e-08,4615776000000.0,1e-08,5452.0
Northfield (Trenton),,,Energy Consumer,-4.201085273999401,1e-08,3194136000000.0,1e-08,5453.0
4949 S Syracuse,,,Energy Consumer,-5.684717752419959,1e-08,3912480000000.0,1e-08,5455.0
23213-Denver / E. Evans Ave,,,Energy Consumer,-0.24010533322560002,1e-08,214632000000.0,1e-08,5458.0
515 Park Ave West,,,Energy Consumer,-0.94148508948804,1e-08,977328000000.0,1e-08,5459.0
Advanced Storage Northfield,,,Energy Consumer,-0.7015923499658401,1e-08,822888000000.0,1e-08,5461.0
Kittredge Building,,,Energy Consumer,-4.796089049391841,1e-08,5985144000000.0,1e-08,5462.0
Western Food Center,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5464.0
Garden Court At Yale Station (Gr498),,,Energy Consumer,-2.77736085715248,1e-08,2090088000000.0,1e-08,5465.0
Bridgeway Church,,,Energy Consumer,-1.36962475286796,1e-08,1004256000000.0,1e-08,5466.0
525* Condominiums,,,Energy Consumer,-1.126445937174,1e-08,677160000000.0,1e-08,5467.0
Creekside (Cr053),,,Energy Consumer,-14.1440426668764,1e-08,9969696000000.0,1e-08,5468.0
Storquest Denver/Kalamath,,,Energy Consumer,-1.3017538701644398,1e-08,1104048000000.0,1e-08,5476.0
Griffis Cherry Creek North,,,Energy Consumer,-9.31044776247684,1e-08,5913864000000.0,1e-08,5478.0
Cdm Storage Dba Jewell & Sheridan Self Storage,,,Energy Consumer,-0.21203969370444,1e-08,209880000000.0,1e-08,5479.0
"Scz West, Llc",,,Energy Consumer,-2.58626011340232,1e-08,2122560000000.0,1e-08,5480.0
Center & Bannock,,,Energy Consumer,-3.97957033696248,1e-08,3193344000000.0,1e-08,5481.0
5925 E Evans,,,Energy Consumer,-2.3473924659010796,1e-08,2206512000000.0,1e-08,5483.0
Administration And Education Building,,,Energy Consumer,-0.0,1e-08,0.0,1e-08,5486.0
Panasonic,,,Energy Consumer,-5.6823622352874,1e-08,3439656000000.0,1e-08,5487.0
633 17Th Street,,,Energy Consumer,-40.64216223885984,1e-08,35391312000000.0,1e-08,5490.0
620Dc890 -- Denver-Ks Dry Grocery Office,,,Energy Consumer,-15.365341795184998,1e-08,14153832000000.0,1e-08,5492.0
Belleview Corporate Plaza I - 6501 E. Belleview Ave,,,Energy Consumer,-5.825495720228041,1e-08,7264224000000.0,1e-08,5493.0
Fsi Denver Manager,,,Energy Consumer,-14.171956905918957,1e-08,17685360000000.0,1e-08,5497.0
Home2 Suites Dia,,,Energy Consumer,-5.54971705806636,1e-08,3937824000000.0,1e-08,5499.0
23714-Denver/6Th&Sheridan Blvd,,,Energy Consumer,-0.25259328782388,1e-08,217800000000.0,1e-08,5500.0
Rocky Mountain Law Enforcement Federal Credit Union,,,Energy Consumer,-1.5070725431802,1e-08,1271160000000.0,1e-08,5502.0
Neusteters Building Condominium Association Inc,,,Energy Consumer,-5.289160738101479,1e-08,5153544000000.0,1e-08,5504.0
Residence At Governors' Park,,,Energy Consumer,-4.078329027411599,1e-08,2539944000000.0,1e-08,5506.0
Rcv Sales & Service,,,Energy Consumer,-1.3570667425778398,1e-08,1268784000000.0,1e-08,5507.0
Quincy Park Condominiums,,,Energy Consumer,-3.2784950697462,1e-08,1569744000000.0,1e-08,5509.0
Uptown Healthcare,,,Energy Consumer,-4.06508628603708,1e-08,2821896000000.0,1e-08,5510.0
Pinnacol - Lowry,,,Energy Consumer,-7.198572087491401,1e-08,8313624000000.0,1e-08,5511.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5513.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5514.0
Parkside Apartments,,,Energy Consumer,-4.27804778181924,1e-08,2893968000000.0,1e-08,5516.0
Goodwill Central Park,,,Energy Consumer,-1.84484880453132,1e-08,1747944000000.0,1e-08,5517.0
Aloft Hotel,,,Energy Consumer,-5.219870911121521,1e-08,4670424000000.0,1e-08,5518.0
801-815 Building,,,Energy Consumer,-3.7089585985906797,1e-08,4628448000000.0,1e-08,5519.0
Rosemark At Mayfair Park,,,Energy Consumer,-6.1019868614364,1e-08,5670720000000.0,1e-08,5520.0
Bank Lofts (Bn005),,,Energy Consumer,-10.33170455082528,1e-08,8534592000000.0,1e-08,5522.0
Overture Central Park (Vr149),,,Energy Consumer,-4.513358625881759,1e-08,3095136000000.0,1e-08,5524.0
The Symes/George,,,Energy Consumer,-3.6321633170834393,1e-08,3820608000000.0,1e-08,5525.0
Moto,,,Energy Consumer,-3.28315292920908,1e-08,1952280000000.0,1e-08,5526.0
1600 Champa,,,Energy Consumer,-9.84363983947656,1e-08,9215712000000.0,1e-08,5528.0
The Vault,,,Energy Consumer,-7.545644971261922,1e-08,5222448000000.0,1e-08,5529.0
Boston Lofts (Bs005),,,Energy Consumer,-9.266764345919999,1e-08,8321544000000.0,1e-08,5530.0
8269 E 23Rd Ave.,,,Energy Consumer,-4.399151811337441,1e-08,3620232000000.0,1e-08,5531.0
Harvard Park West,,,Energy Consumer,-8.47704657786408,1e-08,7010784000000.0,1e-08,5533.0
Southwest Commons - #Gf,,,Energy Consumer,-1.92708194810652,1e-08,1203840000000.0,1e-08,5535.0
852 S Jason,,,Energy Consumer,-6.81928941130848,1e-08,3499848000000.0,1e-08,5537.0
The Center At Lowry,,,Energy Consumer,-8.79896735815284,1e-08,8925840000000.0,1e-08,5538.0
Village West Shopping Center,,,Energy Consumer,-11.71014819693696,1e-08,9579240000000.0,1e-08,5539.0
Casa Del Sol Apartments,,,Energy Consumer,-8.3597177482938,1e-08,4672800000000.0,1e-08,5541.0
Southwest Commons - #A&B,,,Energy Consumer,-4.18444061134824,1e-08,3055536000000.0,1e-08,5542.0
Southwest Commons - L,,,Energy Consumer,-2.2740026928595203,1e-08,1693296000000.0,1e-08,5543.0
Southwest Commons - Unit Sm,,,Energy Consumer,-6.597271001739241,1e-08,5263632000000.0,1e-08,5544.0
5545: 861 S. Jason St.,,,Energy Consumer,-2.6601121063022397,1e-08,1577664000000.0,1e-08,5545.0
Cubesmart #716 - E Hampden Ave (Denver),,,Energy Consumer,-1.47397566001932,1e-08,1011384000000.0,1e-08,5546.0
Cherry Creek Abbey Apartments,,,Energy Consumer,-2.38098628024956,1e-08,2971584000000.0,1e-08,5551.0
Ogden Arms 945,,,Energy Consumer,-0.401443380522,1e-08,436392000000.0,1e-08,5552.0
Harvard Park East,,,Energy Consumer,-7.515599941929599,1e-08,6439752000000.0,1e-08,5553.0
I3Logix,,,Energy Consumer,-2.71374290357256,1e-08,2025936000000.0,1e-08,5554.0
Decatur Bldg,,,Energy Consumer,-4.74629717742768,1e-08,2770416000000.0,1e-08,5555.0
Enterprise Business Center 1,,,Energy Consumer,-7.1759552826164406,1e-08,5696064000000.0,1e-08,5556.0
Fedex 9950,,,Energy Consumer,-6.580000480106159,1e-08,4455000000000.0,1e-08,5562.0
The Logan Collection,,,Energy Consumer,-2.11933523459412,1e-08,2016432000000.0,1e-08,5564.0
Red Rocks Visitor'S Center,,,Energy Consumer,-4.12415515638648,1e-08,5146416000000.0,1e-08,5567.0
Scott'S Liquid Gold Building 1,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5568.0
16 Market Square,,,Energy Consumer,-12.421921516926119,1e-08,13360248000000.0,1e-08,5569.0
1670 Broadway,,,Energy Consumer,-47.19988711907207,1e-08,43925904000000.0,1e-08,5570.0
Gables Cherry Creek,,,Energy Consumer,-18.864727736580722,1e-08,14107896000000.0,1e-08,5571.0
Venue On 16Th - Co (Vh30),,,Energy Consumer,-13.828066280849159,1e-08,11545776000000.0,1e-08,5575.0
Residence Inn By Marriott,,,Energy Consumer,-12.64489053159096,1e-08,7443216000000.0,1e-08,5580.0
Tamai Tower,,,Energy Consumer,-13.769773298388001,1e-08,10932768000000.0,1e-08,5581.0
Promontory Condominium Association,,,Energy Consumer,-9.09743973874272,1e-08,5778432000000.0,1e-08,5582.0
3800 Wheeling Street,,,Energy Consumer,-53.01877544809956,1e-08,27830880000000.0,1e-08,5584.0
Columbine Place,,,Energy Consumer,-7.52267166309972,1e-08,9387576000000.0,1e-08,5585.0
Ddc West,,,Energy Consumer,-9.15616012422744,1e-08,9042264000000.0,1e-08,5590.0
1899 Wynkoop,,,Energy Consumer,-9.8107367700294,1e-08,11272536000000.0,1e-08,5591.0
(71344A) Cherry Creek Macy'S Main Store,,,Energy Consumer,-5.8784205797963995,1e-08,5683392000000.0,1e-08,5592.0
Via Apartments,,,Energy Consumer,-5.72193663230448,1e-08,3717648000000.0,1e-08,5593.0
The Casey,,,Energy Consumer,-11.37951381795336,1e-08,9466776000000.0,1e-08,5597.0
Denver Gas & Electric Building,,,Energy Consumer,-178.95902759217648,1e-08,155973312000000.0,1e-08,5598.0
Petroleum Building,,,Energy Consumer,-12.88843566258924,1e-08,11355696000000.0,1e-08,5599.0
The Magnolia Denver,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5601.0
Clare Gardens,,,Energy Consumer,-13.43192307763932,1e-08,7720416000000.0,1e-08,5602.0
Coda,,,Energy Consumer,-8.028711251200079,1e-08,4523112000000.0,1e-08,5604.0
1201 Broadway,,,Energy Consumer,-16.670536623683283,1e-08,15293520000000.0,1e-08,5605.0
Riverfront Tower/Promenade Lofts,,,Energy Consumer,-17.335628059100397,1e-08,14134032000000.0,1e-08,5606.0
Hotel Indigo Denver Downtown,,,Energy Consumer,-14.41189374676524,1e-08,14722488000000.0,1e-08,5607.0
Furniture Row 13333,,,Energy Consumer,-4.75571650281336,1e-08,3137904000000.0,1e-08,5608.0
Point 21 - Co (Pt49),,,Energy Consumer,-9.150777019545119,1e-08,7718040000000.0,1e-08,5610.0
700 17Th St,,,Energy Consumer,-25.2633232228896,1e-08,18696744000000.0,1e-08,5611.0
The Office@Dtc,,,Energy Consumer,-12.82713556065696,1e-08,11282832000000.0,1e-08,5612.0
Midtown Medical Office Building,,,Energy Consumer,-23.545990653791037,1e-08,19989288000000.0,1e-08,5613.0
Triangle Building,,,Energy Consumer,-13.819095565104599,1e-08,13441824000000.0,1e-08,5616.0
The York On City Park (Tk89),,,Energy Consumer,-12.320561797906318,1e-08,10107504000000.0,1e-08,5617.0
Block A Office Building & Hotel Born,,,Energy Consumer,-28.1226288769218,1e-08,21586752000000.0,1e-08,5618.0
Denizen Apartments - Dn79,,,Energy Consumer,-11.17921182881004,1e-08,9283824000000.0,1e-08,5619.0
Atelier At University Park (Tl033),,,Energy Consumer,-17.638764523981198,1e-08,17431128000000.0,1e-08,5623.0
Gables Speer Blvd,,,Energy Consumer,-10.55403420179652,1e-08,8775360000000.0,1e-08,5625.0
2412&2312 Denver Dt Co Hyp&Hh,,,Energy Consumer,-22.494827786932802,1e-08,15874056000000.0,1e-08,5626.0
Den01503,,,Energy Consumer,-5.0157770521518,1e-08,2950200000000.0,1e-08,5627.0
Mile High 3,,,Energy Consumer,-2.0485762426911602,1e-08,2337192000000.0,1e-08,5629.0
3200&3600 Denver Dt Co Lem&Ach,,,Energy Consumer,-26.54516629478196,1e-08,16491816000000.0,1e-08,5630.0
Regatta Sloan'S Lake - Co (Xl04),,,Energy Consumer,-18.895886482604396,1e-08,15253920000000.0,1e-08,5631.0
The Windsor Condominiums,,,Energy Consumer,-9.28279412216748,1e-08,6626664000000.0,1e-08,5632.0
251910 - 1290 Broadway,,,Energy Consumer,-17.87948664271056,1e-08,18440136000000.0,1e-08,5635.0
Dylan At Rino (Dy010),,,Energy Consumer,-13.965327853847999,1e-08,10905840000000.0,1e-08,5636.0
Helios (Lh38) - Co,,,Energy Consumer,-15.852265147385642,1e-08,12515976000000.0,1e-08,5637.0
Pearl Dtc - Co (Pr039),,,Energy Consumer,-22.9941671389398,1e-08,16863264000000.0,1e-08,5638.0
1601 Wewatta,,,Energy Consumer,-15.40067676779016,1e-08,14691600000000.0,1e-08,5639.0
Eviva On Cherokee - 24039,,,Energy Consumer,-18.3893020637922,1e-08,14903064000000.0,1e-08,5640.0
1000 South Broadway (St309),,,Energy Consumer,-9.178351319673359,1e-08,8674776000000.0,1e-08,5643.0
Platform At Union Station,,,Energy Consumer,-15.56667953241084,1e-08,10512216000000.0,1e-08,5644.0
1000 Speer By Windsor,,,Energy Consumer,-17.996609525427722,1e-08,13045824000000.0,1e-08,5646.0
Alta City House (Lt29),,,Energy Consumer,-14.879036705565959,1e-08,11529936000000.0,1e-08,5647.0
